30.453562,50.479839,"Радар швидкості: вул. Олени Теліги, 39"
30.529193,50.457227,"Радар швидкості: Набережне шосе, 4"
30.593373,50.41743,"Радар швидкості: Дніпровська набережна, перехрестя з вулицею Причальна"
30.625058,50.467886,"Радар швидкості: вулиця Братиславська, 18"
30.455366,50.431286,"Радар швидкості: Чоколівський бульвар, 24"
30.539768,50.491843,"Радар швидкості: Північний міст в напрямку лівого берегу"
30.539745,50.491874,"Радар швидкості: Північний міст в напрямку правого берегу"
30.59804,50.451976,"Радар швидкості: Броварський проспект, м. Лівобережна"
30.609882,50.455402,"Радар швидкості: Броварський проспект, вул. Будівельників"
30.59674,50.394512,"Радар швидкості: Південний міст в напрямку лівого берегу"
30.596742,50.394621,"Радар швидкості: Південний міст в напрямку правого берегу"
30.508758,50.507066,"Радар швидкості: проспект Героїв Сталінграда, 25"
30.61926,50.520861,"Радар швидкості: проспект Володимира Маяковського"
30.614958,50.513618,"Радар швидкості: проспект Володимира Маяковського"
30.545801,50.418635,"Радар швидкості: Дружби народів бульвар"
30.544921,50.418166,"Радар швидкості: Дружби народів бульвар"
30.560738,50.328211,"Радар швидкості: Столичне шосе, в напрямку м. Київ"
30.560747,50.328188,"Радар швидкості: Столичне шосе, в напрямку м. Київ"
30.683372,50.402938,"Радар швидкості: Харківська площа / проспект Миколи Бажана"
30.683001,50.401854,"Радар швидкості: Харківська площа / проспект Миколи Бажана"
31.085829,50.307689,"Радар швидкості: КИЇВ - ХАРКІВ - ДОВЖАНСЬКИЙ"
31.776738,50.206527,"Радар швидкості: КИЇВ - ХАРКІВ - ДОВЖАНСЬКИЙ"
31.776125,50.206349,"Радар швидкості: КИЇВ - ХАРКІВ - ДОВЖАНСЬКИЙ"
30.422016,50.346161,"Радар швидкості: КИЇВ - ОДЕСА"
30.417508,50.342831,"Радар швидкості: КИЇВ - ОДЕСА"
30.387993,50.318085,"Радар швидкості: КИЇВ - ОДЕСА"
30.345965,50.281933,"Радар швидкості: КИЇВ - ОДЕСА"
30.344921,50.279348,"Радар швидкості: КИЇВ - ОДЕСА"
30.310924,50.258287,"Радар швидкості: КИЇВ - ОДЕСА"
30.30694,50.256226,"Радар швидкості: КИЇВ - ОДЕСА"
30.250309,50.214179,"Радар швидкості: КИЇВ - ОДЕСА"
30.250003,50.213358,"Радар швидкості: КИЇВ - ОДЕСА"
30.309845,47.974214,"Радар швидкості: КИЇВ - ОДЕСА"
30.225974,50.44631,"Радар швидкості: КИЇВ - ЧОП"
30.226587,50.446328,"Радар швидкості: КИЇВ - ЧОП"
29.886017,50.421495,"Радар швидкості: КИЇВ - ЧОП"
29.835236,50.418557,"Радар швидкості: КИЇВ - ЧОП"
29.607617,50.412136,"Радар швидкості: КИЇВ - ЧОП"
30.283476,50.553371,"Радар швидкості: КИЇВ - КОВЕЛЬ - ЯГОДИН"
30.18788,50.544098,"Радар швидкості: КИЇВ - КОВЕЛЬ - ЯГОДИН"
30.098157,50.568832,"Радар швидкості: КИЇВ - КОВЕЛЬ - ЯГОДИН"
30.018299,50.596001,"Радар швидкості: КИЇВ - КОВЕЛЬ - ЯГОДИН"
30.554389,50.25312,"Радар швидкості: КИЇВ - ЗНАМЯНКА"
30.55477,50.253229,"Радар швидкості: КИЇВ - ЗНАМЯНКА"
30.643353,50.226536,"Радар швидкості: КИЇВ - ОБУХІВ"
30.644215,50.22572,"Радар швидкості: КИЇВ - ОБУХІВ"
24.592883,49.96921,"Радар швидкості: КИЇВ - ЧОП, БУСЬК"
24.014836,49.748719,"Радар швидкості: КИЇВ - ЧОП, СОЛОНКА"
24.014863,49.749285,"Радар швидкості: КИЇВ - ЧОП, СОЛОНКА"
30.246292617,48.383985761,"Радар швидкості: КИЇВ - ОДЕСА"
30.254345783,48.337709264,"Радар швидкості: КИЇВ - ОДЕСА"
29.226628504,50.342752848,"Радар швидкості: КИЇВ - ЧОП"
29.223532982,50.341938862,"Радар швидкості: КИЇВ - ЧОП"
29.188069455,50.336206479,"Радар швидкості: КИЇВ - ЧОП"
29.18363081,50.335189592,"Радар швидкості: КИЇВ - ЧОП"
28.426503431,50.316699761,"Радар швидкості: КИЇВ - ЧОП"
32.25648,48.492737,"Радар швидкості: вул. Яновського, 65"
32.24194,48.577228,"Радар швидкості: вул. Холодноярська, 196"
32.286923,48.52071,"Радар швидкості: вул. Полтавська, 40"
36.280561,49.98174,"Радар швидкості: просп. Московський, 118"
27.586373165,50.609254192,"Радар швидкості: КИЇВ - ЧОП"
28.245123459,50.400617167,"Радар швидкості: КИЇВ - ЧОП"
28.823627863,50.286725962,"Радар швидкості: КИЇВ - ЧОП"
31.213326247,51.208031974,"Радар швидкості: КИЇВ-ЧЕРНІГІВ-НОВІ ЯРИЛОВИЧІ"
30.632437794,46.503741863,"Радар швидкості: КИЇВ - ОДЕСА"
24.029370529,49.800429035,"Радар швидкості: Прос. Св. Івана Павла II"
24.002662224,49.810272721,"Радар швидкості: Вул. Володимира Великого, 18"
32.046665118,49.406840549,"Радар швидкості: Пр-т Хіміків, 30"
32.07241725,49.431805394,"Радар швидкості: Вул. Благовісна, 341/40"
32.034519816,49.452627194,"Радар швидкості: Вул. Благовісна, 36/47"
32.046736009,49.443348658,"Радар швидкості: Вул. Надпільна, 208"
28.653959287,50.246407813,"Радар швидкості: Чуднівський міст, в напрямку Качинського"
28.655245563,50.247304887,"Радар швидкості: Чуднівський міст, в напрямку Радивилівська"
28.647820431,50.274130846,"Радар швидкості: Вул. Перемоги, 86"
31.328522939,51.510218369,"Радар швидкості: Вул. Рокосовського, 12 к2"
31.266375383,51.533845284,"Радар швидкості: Пр-т Миру, 296"
31.266831146,51.533478495,"Радар швидкості: Пр-т Миру, 241А"
32.506604115,50.225551501,"Радар швидкості: Київ - Харків - Довжанський"
23.817576377,49.80489745,"Радар швидкості: Львів - Шегині"
23.740702583,49.910128008,"Радар швидкості: Львів - Краковець"
23.332832303,49.934776252,"Радар швидкості: Львів - Краковець"
24.149546479,49.901947333,"Радар швидкості: Київ - Чоп"
23.899195477,49.838564209,"Радар швидкості: Західний обхід м. Львова"
30.618615795,50.261512088,"Радар швидкості: Київ - Обухів"
30.620388516,50.259383011,"Радар швидкості: Київ - Обухів"
30.571787545,50.308709137,"Радар швидкості: Київ - Обухів"
30.572394639,50.308101724,"Радар швидкості: Київ - Обухів"
25.243019272,50.744346832,"Радар швидкості: Устилуг - Луцьк - Рівне"
25.411222638,50.746036018,"Радар швидкості: Устилуг - Луцьк - Рівне"
25.222557619,50.879893631,"Радар швидкості: Доманове - Ковель - Чернівці - Тереблече"
24.663809295,51.202459843,"Радар швидкості: Київ - Ковель - Ягодин"
35.06463441,47.855468801,"Радар швидкості: Вул. Будинок Відпочинку (поворот до музею)"
35.015575611,47.852352517,"Радар швидкості: Вул. Істоміна,125а"
35.08190457,47.871929751,"Радар швидкості: Дніпро ГЕС"
33.387491642,47.926452908,"Радар швидкості: Вул. Волгоградська, 11"
33.387548028,47.924042572,"Радар швидкості: Вул. Волгоградська, 13"
35.372520773,46.838726398,"Радар швидкості: Просп. Богдана Хмельницького, 23"
31.667563833,50.595152,"Радар швидкості: КИЇВ-СУМИ-ЮНАКІВКА"
31.30561191,51.413657714,"Радар швидкості: КИЇВ-ЧЕРНІГІВ-НОВІ ЯРИЛОВИЧІ ПІВДЕННИЙ ПІДХІД ДО М. ЧЕРНІГОВА"
31.77878287,51.137981137,"Радар швидкості: КІПТІ-ГЛУХІВ-БАЧІВСЬК"
